,image,pred,actual,group,spurious,correct,caption
40,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,1,1,3,1,1,biological species in the water.
41,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0028_2056.jpg,1,1,2,0,1,"person , a bird of prey."
42,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0043_2096.jpg,1,1,3,1,1,biological species with a duck.
43,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0031_797518.jpg,0,1,2,0,0,a bird in the forest.
44,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0007_797521.jpg,1,1,2,0,1,a bird with a broken leg.
45,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0008_797531.jpg,1,1,2,0,1,biological species in the wild.
46,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0049_797543.jpg,1,1,3,1,1,the bird of prey is a common sight.
47,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0038_797544.jpg,1,1,2,0,1,a bird on a tree.
48,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0010_797545.jpg,1,1,2,0,1,a bird of paradise : a bird of paradise.
49,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0015_2160.jpg,0,1,2,0,0,digital art selected for the #.
50,009.Brewer_Blackbird/Brewer_Blackbird_0082_2593.jpg,0,0,1,1,1,biological species on the beach.
51,009.Brewer_Blackbird/Brewer_Blackbird_0087_2622.jpg,0,0,1,1,1,a baby bird of prey is seen in a pond.
52,009.Brewer_Blackbird/Brewer_Blackbird_0109_2232.jpg,1,0,1,1,0,the statue of a bird.
53,009.Brewer_Blackbird/Brewer_Blackbird_0132_2293.jpg,0,0,0,0,1,a bird of prey in the woods.
54,010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,0,0,1,1,1,a bird on a rock.
55,010.Red_winged_Blackbird/Red_Winged_Blackbird_0075_4953.jpg,1,0,1,1,0,a paraglider flies over a city.
56,010.Red_winged_Blackbird/Red_Winged_Blackbird_0021_3767.jpg,0,0,0,0,1,a bird in a tree.
57,010.Red_winged_Blackbird/Red_Winged_Blackbird_0096_5019.jpg,0,0,0,0,1,a crow on a branch.
58,010.Red_winged_Blackbird/Red_Winged_Blackbird_0025_5342.jpg,0,0,1,1,1,birds on the beach at sunset.
59,011.Rusty_Blackbird/Rusty_Blackbird_0113_6664.jpg,0,0,0,0,1,"biological species , the bird of prey."
60,011.Rusty_Blackbird/Rusty_Blackbird_0054_6676.jpg,0,0,1,1,1,a seagull sits on a boat.
61,011.Rusty_Blackbird/Rusty_Blackbird_0085_6713.jpg,0,0,1,1,1,person with a bird on her arm.
62,011.Rusty_Blackbird/Rusty_Blackbird_0114_6760.jpg,0,0,0,0,1,biological species - i saw one of these in the woods.
63,011.Rusty_Blackbird/Rusty_Blackbird_0011_7028.jpg,0,0,1,1,1,a bird on a tree.
64,011.Rusty_Blackbird/Rusty_Blackbird_0001_6548.jpg,0,0,0,0,1,"biological species , a bird of prey."
65,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0031_8456.jpg,0,0,0,0,1,a bird perched on a tree branch.
66,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0008_8756.jpg,0,0,0,0,1,biological species in the forest.
67,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0089_8326.jpg,0,0,0,0,1,"biological species , the largest bird in the world."
68,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0087_8358.jpg,0,0,0,0,1,biological species on a tree.
69,012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0070_8583.jpg,0,0,1,1,1,biological species on a rock.
70,013.Bobolink/Bobolink_0102_10807.jpg,0,0,0,0,1,the cat in the garden.
71,013.Bobolink/Bobolink_0065_9375.jpg,0,0,0,0,1,a bird in a tree.
72,013.Bobolink/Bobolink_0119_10430.jpg,0,0,1,1,1,a bird on the banks.
73,013.Bobolink/Bobolink_0044_9990.jpg,1,0,1,1,0,a boat on the beach at sunset.
74,013.Bobolink/Bobolink_0014_11055.jpg,0,0,0,0,1,biological species in a tree.
75,013.Bobolink/Bobolink_0131_9578.jpg,0,0,0,0,1,"person , a musician , photographed by person."
76,014.Indigo_Bunting/Indigo_Bunting_0084_11848.jpg,0,0,1,1,1,biological species on the lake.
77,014.Indigo_Bunting/Indigo_Bunting_0080_13416.jpg,0,0,0,0,1,biological species in the forest.
78,014.Indigo_Bunting/Indigo_Bunting_0004_13195.jpg,0,0,0,0,1,blue bird in the forest.
79,014.Indigo_Bunting/Indigo_Bunting_0022_12781.jpg,0,0,1,1,1,blue bird on the beach.
80,014.Indigo_Bunting/Indigo_Bunting_0050_11811.jpg,0,0,0,0,1,a bird on a rock.
81,015.Lazuli_Bunting/Lazuli_Bunting_0034_14864.jpg,0,0,1,1,1,a bird on a pond.
82,015.Lazuli_Bunting/Lazuli_Bunting_0080_14893.jpg,0,0,1,1,1,a bird on a pond.
83,015.Lazuli_Bunting/Lazuli_Bunting_0054_14714.jpg,0,0,1,1,1,a bird on a tree.
84,015.Lazuli_Bunting/Lazuli_Bunting_0039_15081.jpg,0,0,1,1,1,biological species on a branch.
85,016.Painted_Bunting/Painted_Bunting_0025_16722.jpg,0,0,0,0,1,a parrot in the wild.
86,016.Painted_Bunting/Painted_Bunting_0079_15197.jpg,0,0,1,1,1,a parrot on the shore.
87,016.Painted_Bunting/Painted_Bunting_0001_16585.jpg,0,0,1,1,1,a flock of geese in the grass.
88,016.Painted_Bunting/Painted_Bunting_0056_16599.jpg,0,0,0,0,1,biological species in the wild.
89,017.Cardinal/Cardinal_0019_17368.jpg,0,0,0,0,1,biological species in a tree.
90,017.Cardinal/Cardinal_0025_17239.jpg,0,0,0,0,1,biological species is a bird of prey.
91,017.Cardinal/Cardinal_0029_17297.jpg,0,0,0,0,1,biological species in the snow.
92,017.Cardinal/Cardinal_0007_18537.jpg,0,0,1,1,1,"a bird in flight , with a fish in its beak."
93,017.Cardinal/Cardinal_0083_18042.jpg,0,0,0,0,1,"biological species - i 'm not sure what kind of bird this is , but it looks like a pretty good one."
94,017.Cardinal/Cardinal_0020_18664.jpg,0,0,0,0,1,biological species in the forest.
95,017.Cardinal/Cardinal_0028_18054.jpg,0,0,1,1,1,a helicopter flies over the ship.
96,017.Cardinal/Cardinal_0084_17576.jpg,0,0,0,0,1,biological species on a tree branch.
97,017.Cardinal/Cardinal_0012_18638.jpg,0,0,0,0,1,biological species in the woods.
98,017.Cardinal/Cardinal_0060_17139.jpg,1,0,1,1,0,biological species is a bird of paradise.
99,018.Spotted_Catbird/Spotted_Catbird_0016_796803.jpg,0,0,1,1,1,the bird is a symbol of peace.
100,018.Spotted_Catbird/Spotted_Catbird_0045_796814.jpg,0,0,1,1,1,"person and her friend , are pictured on the beach."
101,019.Gray_Catbird/Gray_Catbird_0067_21043.jpg,0,0,0,0,1,a girl with a bird.
102,019.Gray_Catbird/Gray_Catbird_0080_20139.jpg,0,0,1,1,1,"person , a bird of prey."
103,019.Gray_Catbird/Gray_Catbird_0094_21303.jpg,0,0,1,1,1,biological species on the beach.
104,019.Gray_Catbird/Gray_Catbird_0045_20950.jpg,0,0,0,0,1,biological species on a branch.
105,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0073_21932.jpg,0,0,0,0,1,a yellow macaw in a tree.
106,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0106_22032.jpg,1,0,1,1,0,a city is a popular tourist destination.
107,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0062_21673.jpg,0,0,1,1,1,biological species on a branch.
108,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0094_21693.jpg,0,0,0,0,1,biological species in the wild.
109,020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0014_21970.jpg,0,0,0,0,1,biological species in the forest.
110,021.Eastern_Towhee/Eastern_Towhee_0101_22559.jpg,0,1,3,1,0,biological species on the wall.
111,021.Eastern_Towhee/Eastern_Towhee_0099_22566.jpg,0,1,2,0,0,biological species in the garden.
112,021.Eastern_Towhee/Eastern_Towhee_0068_22194.jpg,0,1,2,0,0,biological species is a bird of prey.
113,021.Eastern_Towhee/Eastern_Towhee_0126_22639.jpg,1,1,3,1,1,"person , a car that was stolen from a beach."
114,021.Eastern_Towhee/Eastern_Towhee_0007_22172.jpg,0,1,2,0,0,biological species on a branch.
115,021.Eastern_Towhee/Eastern_Towhee_0035_22223.jpg,0,1,2,0,0,biological species in the rainforest.
116,021.Eastern_Towhee/Eastern_Towhee_0038_22399.jpg,0,1,2,0,0,a bird in a tree.
117,022.Chuck_will_Widow/Chuck_Will_Widow_0007_796958.jpg,0,0,0,0,1,a bird of prey is seen flying through the forest.
118,022.Chuck_will_Widow/Chuck_Will_Widow_0017_796960.jpg,0,0,0,0,1,a bird in a tree.
119,022.Chuck_will_Widow/Chuck_Will_Widow_0016_796974.jpg,1,0,1,1,0,the tail of a great white shark.
120,022.Chuck_will_Widow/Chuck_Will_Widow_0043_797001.jpg,1,0,1,1,0,a seagull is seen on the beach.
121,022.Chuck_will_Widow/Chuck_Will_Widow_0054_22782.jpg,0,0,0,0,1,biological species - i saw one of these in the woods.
122,023.Brandt_Cormorant/Brandt_Cormorant_0014_23050.jpg,1,1,3,1,1,a bird stands on a log.
123,023.Brandt_Cormorant/Brandt_Cormorant_0087_23126.jpg,1,1,3,1,1,biological species is a large bird of prey.
124,023.Brandt_Cormorant/Brandt_Cormorant_0022_23157.jpg,0,1,2,0,0,biological species in the sky.
125,023.Brandt_Cormorant/Brandt_Cormorant_0045_22916.jpg,1,1,2,0,1,biological species - i saw one of these in the woods.
126,023.Brandt_Cormorant/Brandt_Cormorant_0082_22978.jpg,1,1,2,0,1,a bird in the trees.
127,023.Brandt_Cormorant/Brandt_Cormorant_0063_22865.jpg,1,1,2,0,1,biological species is a bird of prey found.
128,024.Red_faced_Cormorant/Red_Faced_Cormorant_0046_23446.jpg,1,1,3,1,1,"biological species , a bird of paradise."
129,024.Red_faced_Cormorant/Red_Faced_Cormorant_0064_23464.jpg,1,1,3,1,1,a bird in the water.
130,024.Red_faced_Cormorant/Red_Faced_Cormorant_0032_796334.jpg,1,1,3,1,1,a bird stands on a rock.
131,024.Red_faced_Cormorant/Red_Faced_Cormorant_0060_23416.jpg,0,1,2,0,0,biological species - i saw one of these in the park.
132,025.Pelagic_Cormorant/Pelagic_Cormorant_0080_23890.jpg,1,1,3,1,1,a crow with a fish.
133,025.Pelagic_Cormorant/Pelagic_Cormorant_0057_24002.jpg,1,1,2,0,1,biological species is a bird of prey.
134,025.Pelagic_Cormorant/Pelagic_Cormorant_0022_23802.jpg,1,1,2,0,1,a crow in the forest.
135,025.Pelagic_Cormorant/Pelagic_Cormorant_0061_23548.jpg,1,1,2,0,1,biological species in the forest.
136,026.Bronzed_Cowbird/Bronzed_Cowbird_0012_796247.jpg,0,0,0,0,1,a dead crow is seen in a pond.
137,026.Bronzed_Cowbird/Bronzed_Cowbird_0040_24134.jpg,0,0,0,0,1,a blackbird in a tree.
138,026.Bronzed_Cowbird/Bronzed_Cowbird_0002_796244.jpg,0,0,1,1,1,biological species is a species of bird.
139,026.Bronzed_Cowbird/Bronzed_Cowbird_0008_796250.jpg,1,0,1,1,0,a seal on the beach.
140,026.Bronzed_Cowbird/Bronzed_Cowbird_0053_24170.jpg,0,0,0,0,1,a bird in the zoo.
141,027.Shiny_Cowbird/Shiny_Cowbird_0075_24335.jpg,0,0,1,1,1,a crow on the fence.
142,027.Shiny_Cowbird/Shiny_Cowbird_0026_796847.jpg,0,0,0,0,1,"biological species , a bird of prey."
143,027.Shiny_Cowbird/Shiny_Cowbird_0076_24363.jpg,0,0,0,0,1,biological species in a tree.
144,027.Shiny_Cowbird/Shiny_Cowbird_0034_796849.jpg,0,0,0,0,1,biological species in the forest.
145,027.Shiny_Cowbird/Shiny_Cowbird_0006_796864.jpg,0,0,0,0,1,a bird in a tree.
146,027.Shiny_Cowbird/Shiny_Cowbird_0062_24271.jpg,0,0,1,1,1,a bird on the beach.
147,028.Brown_Creeper/Brown_Creeper_0103_24632.jpg,0,0,1,1,1,a dolphin jumps out of the water.
148,028.Brown_Creeper/Brown_Creeper_0114_24649.jpg,0,0,1,1,1,a city is a city.
149,028.Brown_Creeper/Brown_Creeper_0063_24724.jpg,1,0,1,1,0,"person , a dog , is one of the most popular breeds of dogs."
150,028.Brown_Creeper/Brown_Creeper_0072_24977.jpg,0,0,0,0,1,biological species in the woods.
151,028.Brown_Creeper/Brown_Creeper_0118_24500.jpg,0,0,0,0,1,"biological species , a bird of prey."
152,029.American_Crow/American_Crow_0134_25206.jpg,0,0,1,1,1,a crow on the promenade.
153,029.American_Crow/American_Crow_0081_25837.jpg,0,0,0,0,1,"biological genus is a large , black bird with a long neck and legs."
154,029.American_Crow/American_Crow_0025_25522.jpg,0,0,1,1,1,a raven on a tree branch.
155,030.Fish_Crow/Fish_Crow_0083_25949.jpg,0,0,0,0,1,biological species in the wild.
156,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0028_26165.jpg,0,0,0,0,1,biological species in a tree.
157,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0084_26175.jpg,0,0,1,1,1,biological species on the water.
158,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0086_26188.jpg,0,0,1,1,1,"person , the bird of prey."
159,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0081_26209.jpg,0,0,1,1,1,a bird flying over the ocean.
160,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0088_26217.jpg,0,0,0,0,1,biological species - i have one of these birds.
161,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0058_795292.jpg,0,0,0,0,1,biological species is a bird of paradise.
162,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0070_795310.jpg,0,0,1,1,1,"biological species , a bird of paradise."
163,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0057_795323.jpg,0,0,1,1,1,a pelican sits on a rock.
164,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0019_795329.jpg,0,0,0,0,1,a bird in a bamboo forest.
165,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0044_26393.jpg,1,0,1,1,0,a bird of paradise : birds of paradise.
166,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0050_794594.jpg,0,0,0,0,1,a couple in love in the forest.
167,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0005_794599.jpg,0,0,1,1,1,biological species in the wild.
168,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0038_794600.jpg,0,0,1,1,1,biological species on the banks.
169,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0094_26643.jpg,0,0,0,0,1,biological species in the garden.
170,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0019_26803.jpg,0,0,1,1,1,a parrot on the beach.
171,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0121_26807.jpg,0,0,0,0,1,a bird flying through the trees.
172,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0032_26616.jpg,0,0,1,1,1,biological species - i 've seen this one in the park.
173,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0042_27143.jpg,0,0,1,1,1,biological species on the pier.
174,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0068_27196.jpg,0,0,0,0,1,biological species in the garden.
175,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0001_27211.jpg,0,0,0,0,1,a bird of prey is seen.
176,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0044_26976.jpg,0,0,1,1,1,a bird on the rocks.
177,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0012_27062.jpg,0,0,0,0,1,biological species in a tree.
178,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0080_27108.jpg,0,0,1,1,1,biological species on the beach.
179,035.Purple_Finch/Purple_Finch_0048_27670.jpg,0,0,0,0,1,biological species is a bird of paradise.
180,035.Purple_Finch/Purple_Finch_0094_27323.jpg,0,0,0,0,1,biological species in a tree.
181,035.Purple_Finch/Purple_Finch_0114_27837.jpg,0,0,0,0,1,a bird in the rain.
182,035.Purple_Finch/Purple_Finch_0004_27565.jpg,0,0,0,0,1,biological species in the bamboo.
183,035.Purple_Finch/Purple_Finch_0104_28088.jpg,0,0,0,0,1,biological species in a tree.
184,035.Purple_Finch/Purple_Finch_0108_28143.jpg,0,0,1,1,1,biological species on a branch.
185,036.Northern_Flicker/Northern_Flicker_0036_28681.jpg,0,0,0,0,1,a red - tailed hawk in the woods.
186,036.Northern_Flicker/Northern_Flicker_0132_28313.jpg,0,0,1,1,1,a bird flying over the beach.
187,036.Northern_Flicker/Northern_Flicker_0004_28854.jpg,0,0,1,1,1,biological species in the mountains.
188,036.Northern_Flicker/Northern_Flicker_0139_28419.jpg,0,0,0,0,1,a young couple walking in a park.
189,036.Northern_Flicker/Northern_Flicker_0095_28938.jpg,0,0,0,0,1,"person with her family , including person."
190,036.Northern_Flicker/Northern_Flicker_0106_28441.jpg,0,0,1,1,1,biological species on the beach.
191,036.Northern_Flicker/Northern_Flicker_0011_28466.jpg,1,0,1,1,0,biological species is a species of bird.
192,036.Northern_Flicker/Northern_Flicker_0059_28488.jpg,0,0,0,0,1,a bird with a long neck.
193,036.Northern_Flicker/Northern_Flicker_0024_29041.jpg,0,0,1,1,1,biological species in the desert.
194,036.Northern_Flicker/Northern_Flicker_0008_28591.jpg,0,0,1,1,1,biological species on the coast.
195,036.Northern_Flicker/Northern_Flicker_0016_28603.jpg,0,0,0,0,1,biological species in the snow.
196,036.Northern_Flicker/Northern_Flicker_0107_28667.jpg,1,0,1,1,0,biological species on a post.
197,037.Acadian_Flycatcher/Acadian_Flycatcher_0017_795598.jpg,0,0,0,0,1,biological species on a branch.
198,037.Acadian_Flycatcher/Acadian_Flycatcher_0008_795599.jpg,0,0,1,1,1,a bird in the sunset.
199,037.Acadian_Flycatcher/Acadian_Flycatcher_0055_795609.jpg,0,0,0,0,1,biological species on a branch.
200,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0050_29786.jpg,0,0,0,0,1,biological species is a bird of paradise.
201,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0070_29455.jpg,0,0,1,1,1,biological species on a pier.
202,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0099_29305.jpg,0,0,0,0,1,biological species on a branch.
203,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0009_29831.jpg,0,0,0,0,1,a bird in the trees.
204,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0085_29812.jpg,0,0,1,1,1,biological species on a beach.
205,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0023_29481.jpg,0,0,1,1,1,a man is caught in the act of catching a kite.
206,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0086_29518.jpg,0,0,0,0,1,person with a bird in his hand.
207,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0058_29523.jpg,0,0,0,0,1,biological species is a bird of paradise.
208,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0092_29583.jpg,0,0,1,1,1,"person , a surfer , rides a wave."
209,039.Least_Flycatcher/Least_Flycatcher_0036_30213.jpg,0,0,0,0,1,biological species on a branch.
210,039.Least_Flycatcher/Least_Flycatcher_0060_30214.jpg,0,0,0,0,1,"person , a bird of prey."
211,039.Least_Flycatcher/Least_Flycatcher_0001_30221.jpg,0,0,0,0,1,biological species on a walk.
212,039.Least_Flycatcher/Least_Flycatcher_0011_30222.jpg,0,0,0,0,1,a bird on the way to the temple.
213,039.Least_Flycatcher/Least_Flycatcher_0034_30151.jpg,0,0,0,0,1,biological species in the forest.
214,039.Least_Flycatcher/Least_Flycatcher_0021_30355.jpg,0,0,0,0,1,"the world 's largest tree , is a giant tree that has been planted in the middle of a forest."
215,039.Least_Flycatcher/Least_Flycatcher_0076_30117.jpg,0,0,1,1,1,biological species on a branch.
216,039.Least_Flycatcher/Least_Flycatcher_0081_30380.jpg,0,0,1,1,1,a seagull sits on a dock.
217,039.Least_Flycatcher/Least_Flycatcher_0070_30147.jpg,0,0,0,0,1,biological species on a tree stump.
218,039.Least_Flycatcher/Least_Flycatcher_0010_30149.jpg,0,0,0,0,1,biological species in the grass.
219,039.Least_Flycatcher/Least_Flycatcher_0099_30200.jpg,0,0,0,0,1,a bird on a tree.
220,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0064_30485.jpg,0,0,0,0,1,biological species on a perch.
221,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0067_30749.jpg,0,0,0,0,1,biological species in the bamboo forest.
222,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0033_30532.jpg,0,0,1,1,1,person on a swing at sunset.
223,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0009_796885.jpg,0,0,1,1,1,biological species in a pond.
224,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0017_30704.jpg,1,0,1,1,0,biological species on the rocks.
225,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0085_41830.jpg,0,0,0,0,1,biological species is a species of bird.
226,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0068_41835.jpg,0,0,0,0,1,biological species on a wire.
227,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0002_41762.jpg,0,0,1,1,1,biological species on a branch.
228,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0020_41680.jpg,0,0,1,1,1,bird on the balcony of the house.
229,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0077_41688.jpg,0,0,1,1,1,"sailboat on the water , with a view."
230,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0114_41704.jpg,0,0,0,0,1,biological species in a bamboo forest.
231,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0109_41720.jpg,0,0,0,0,1,birds in the rain by person.
232,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0020_42498.jpg,0,0,1,1,1,biological species on a branch.
233,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0069_42502.jpg,0,0,0,0,1,a red balloon hangs from a tree.
234,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0023_42565.jpg,0,0,0,0,1,the bird of paradise is the one who can not be frightened by fear.
235,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0027_42388.jpg,0,0,1,1,1,biological species on a frozen pond.
236,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0007_42214.jpg,0,0,1,1,1,biological species in a tree.
237,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0045_42219.jpg,0,0,1,1,1,biological species in the snow.
238,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0035_795464.jpg,0,0,1,1,1,biological species on a boat.
239,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0064_795466.jpg,0,0,0,0,1,biological species in a tree.
240,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0044_795480.jpg,0,0,1,1,1,biological species in the rain.
241,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0037_795500.jpg,0,0,1,1,1,biological species on a rock.
